name,popularity,followers,num_collaborators,sum_collaborators_popularity,sum_collaborators_in_playlist,in_playlist
Okieriete Onaodowan,67,9770,2,74,0,0
6ix9ine,73,6861852,30,1558,0,0
ZEKE BEATS,34,27289,29,1106,0,0
Rich Gang,58,50908,15,207,0,0
Lil Jon,75,1621578,49,2703,0,0
56 Remix,20,149,3,97,0,0
Xodyl,43,285,2,43,0,0
Red X,40,757,15,477,0,0
Dj Yo!,64,86889,11,535,0,0
3mon,22,1222,21,296,0,0
5050,8,152,1,15,0,0
Nicholas Hooper,60,49513,6,229,0,0
High School Musical Cast,63,1404274,3,148,0,0
Tamborazo 501,11,908,2,11,0,0
Playero,58,55376,28,773,0,0
5Quad,19,30245,1,19,0,0
Zoe Kypri,41,13255,26,767,0,0
7s,8,395,2,35,0,0
Vinnie Paz,54,277989,28,1209,0,0
EBK Jaaybo,66,287084,20,836,0,0
Fulton Street Players,46,1214,4,92,0,0
YOUK3IV,49,39637,23,913,0,0
Olivia Dean,71,498158,8,444,0,0
Broken Social Scene,53,376626,6,181,0,0
Wang Chung,55,347808,6,117,0,0
2050,35,5434,1,35,0,0
James Heather,61,28510,15,589,0,0
X-Perience,34,21283,7,165,0,0
4MOZUS,17,2082,4,18,0,0
KARDO,62,81412,16,883,0,0
Bibi und Tina,78,471925,3,206,0,0
Flower Face,53,149520,7,163,0,0
Bridge Worship,51,15152,4,167,0,0
draw close,63,9842,5,257,0,0
Gary Jules,52,85816,7,193,0,0
Quavvo,27,252,1,27,0,0
Ankhal,58,371797,29,1496,0,0
Gil Sunniver,54,83,1,54,0,0
7 Notas 7 Colores,34,78101,5,114,0,0
Homer El Mero Mero,65,407938,34,1813,0,0
YELLOW MAGIC ORCHESTRA,46,346190,4,78,0,0
Adriano Celentano,63,887767,1,63,0,0
Tiziano Ferro,64,2130286,19,1070,0,0
Ikebe Shakedown,45,51284,6,190,0,0
2K88,35,8739,29,975,0,0
Payung Teduh,67,3636175,6,151,0,0
Tommy Genesis,59,213160,33,1615,0,0
Emily Warren,55,59782,27,1040,0,0
UEFA,42,33729,5,180,0,0
1300SAINT,22,1835,22,124,0,0
He Is We,53,343049,2,53,0,0
C-Kan,72,3210608,40,1939,0,0
dadanny,57,8206,10,313,0,0
Warrant,56,1289230,4,74,0,0
Focus Noise Sounds,45,99,3,120,0,0
Caribou,60,686601,25,832,0,0
Killstation,58,574886,8,344,0,0
The Smile,63,498103,1,63,0,0
007,12,1082,2,12,0,0
99BEATZ,29,72,1,29,0,0
The 49ers,25,8471,22,299,0,0
926RICO,3,368,8,47,0,0
Jowell & Randy,72,4427252,48,3071,0,0
Imad,45,7615,21,779,0,0
1LUM3,51,7722,26,605,0,0
Hudson Mohawke,47,145973,18,666,0,0
4EVE,55,484666,17,549,0,0
Cap 1,27,6076,17,762,0,0
Unknown Artist,42,655,89,1560,0,0
6mazine,12,351,6,78,0,0
Dee-1,42,58384,17,701,0,0
ODBLU,51,1029,34,1357,0,0
Lucy Bennett,55,1056,1,55,0,0
187 Baby8,18,448,1,18,0,0
Xiao,25,4317,2,25,0,0
TobyMac,68,1385801,10,587,0,0
Riley Clemmons,53,218383,8,361,0,0
LOS DOS DE TAMAULIPAS,68,285070,9,505,0,0
Xrista,34,2855,11,196,0,0
Boston Symphony Orchestra,57,62292,68,2640,0,0
D.O.,67,2005082,6,239,0,0
Quotes Real,27,1869,1,27,0,0
Lambo4oe,56,38869,9,571,0,0
Los Amables Del Norte,67,92168,4,235,0,0
Tommy James & The Shondells,56,346579,3,82,0,0
Paula Fuga,49,32754,14,597,0,0
Ultra Nightmare,31,3152,2,72,0,0
11vein,23,630,1,23,0,0
845fresh,8,99,9,17,0,0
Kimya Dawson,58,225507,17,408,0,0
070Phi,15,215,1,69,0,0
The J.B.'s,53,137630,5,185,0,0
Dove Cameron,72,5226156,19,883,0,0
Michelle Maciel,61,185012,21,1049,0,0
Ezhel,71,6269020,28,1551,0,0
Lee Young Ji,64,417059,19,810,0,0
Banda Vallarta Show,55,89132,3,164,0,0
Maracaibo 15,44,104990,5,100,0,0
Sub6,26,15240,27,810,0,0
Antonio Vivaldi,72,2559900,129,5687,0,0
Spatia Sonica,57,163,2,57,0,0
Indeep,48,23295,4,124,0,0
The Pearlie Chorus,45,487,3,150,0,0
IVE,74,4678047,2,145,0,0
Lead Belly,39,200677,4,86,0,0
Ursão,46,494,16,602,0,0
08001,11,3637,3,18,0,0
Quarteto Coração de Potro,45,36134,21,430,0,0
5 Adım,14,1655,1,14,0,0
Smallx,46,446004,40,1415,0,0
QUINTA,32,1818,1,32,0,0
HORSKH,36,13085,8,81,0,0
Waveshaper,45,86770,15,134,0,0
TOKYO ROSE,44,45885,26,134,0,0
Blue Stahli,48,158141,26,180,0,0
SBCR,20,5994,9,65,0,0
Apashe,60,385881,42,221,0,0
Sway,38,40249,24,154,0,0
Black Tiger Sex Machine,49,173137,36,347,0,0
Rein,30,14897,5,88,0,0
Adam Tensta,26,8215,29,34,0,0
Billy Kraven,8,55,3,34,0,0
Oh Shit!,3,502,16,3,0,0
Los Pescadores Del Rio Conchos,56,255535,12,163,0,0
Adverzo,50,20698,9,112,0,0
Los Morales,51,16089,9,170,0,0
Juan Moya Y Los Del Valle,40,11920,6,102,0,0
Luis Vega,52,55027,10,114,0,0
David Y Fernando,36,6855,4,98,0,0
La Nueva Estrategia,45,17471,20,210,0,0
Leandro Ríos,56,316988,13,165,0,0
Israel Morales,50,36903,4,112,0,0
Grupo Redaddo,11,556,4,73,0,0
Impostores De Nuevo Leon,47,54212,7,278,0,0
Grupo Frontera,86,5096332,26,604,0,0
Obzesion,38,27881,3,100,0,0
Secretto,57,177420,12,226,0,0
Grupo Chantaje,1,531,3,24,0,0
Los Strwck,47,53886,11,70,0,0
Yang Dragna,51,1115,2,93,0,0
Jack Vuterin,59,3709,1,59,0,0
Miracle Tones,35,68,3,136,0,0
Mc_team,64,8441,3,64,0,0
Leerseite,37,1761,7,237,0,0
100k6last,10,297,2,26,0,0
Sonva,16,928,1,16,0,0
PAGODEIRA,31,806,3,127,0,0
Junior Paixão,32,1930,8,127,0,0
Di Propósito,69,629759,42,503,0,0
Yan,50,9271,6,183,0,0
Samba De Dom,51,40464,16,169,0,0
Leandro Brito,44,774,9,121,0,0
Julia Jorge,13,1101,3,121,0,0
Grupo Na Levada,4,427,3,68,0,0
Pata de Urso,19,4409,4,83,0,0
KC PAREDÃO,6,8220,3,105,0,0
Roger & Gustavo,35,13433,12,105,0,0
IMMORTAL GHXST,16,1794,14,57,0,0
PX1NKWAVE,6,765,25,57,0,0
Rotten Rhett,1,81,14,36,0,0
Yavomag,44,25281,23,44,0,0
MC ORSEN,57,218395,29,200,0,0
DXRTY CVLTVRE,14,990,1,14,0,0
UNRECORDED NUMB9R RECORDS,5,81,1,5,0,0
TALLLEAN,2,13,2,7,0,0
GYMBRO,61,22709,32,327,0,0
Delta Heavy,55,168678,19,236,0,0
The Stickmen Project,58,105740,31,521,0,0
Culture Shock,52,88569,16,218,0,0
Timmy Trumpet,73,1194671,56,1159,0,0
Alle Farben,63,358337,47,811,0,0
Alok,80,11277359,52,1665,0,0
ÜHÜ,26,1259,9,154,0,0
HotLap,48,4871,9,172,0,0
Navos,49,27555,29,697,0,0
Owen Norton,43,10663,42,963,0,0
塊魂 シリーズ SOUND TEAM,40,4427,3,97,0,0
Bandai Namco Game Music,57,17979,13,97,0,0
Tita Lau,48,48279,21,442,0,0
関口 和之,14,760,4,14,0,0
Doxmv,2,253,1,2,0,0
ILLA747,0,276,3,0,0,0
Itsbatouli,0,59,1,0,0,0
Dinoz,1,23,9,1,0,0
Kihyun Son,1,79,6,1,0,0
Vellmoe,4,58,2,4,0,0
Trendy Trend,0,97,4,0,0,0
LunaScope,0,1,1,0,0,0
DAIJYA,0,13,3,0,0,0
Alan Jackson,74,2895665,8,285,0,0
Rave Jesus,25,1841,8,84,0,0
Flavour,57,756365,34,185,0,0
Anthony B,52,328743,23,52,0,0
VIC MENSA,56,616402,41,436,0,0
Crowder,63,481987,9,237,0,0
Blanca,52,108043,27,482,0,0
The Apartment,11,1964,7,156,0,0
Propaganda,33,69215,28,180,0,0
We The Kingdom,63,238053,10,306,0,0
JUDAH.,44,35281,13,230,0,0
Aaron Moses,53,9082,24,476,0,0
Kierra Sheard,53,339264,22,330,0,0
Essential Worship,55,51793,34,129,0,0
Elevation Worship,77,3913269,7,224,0,0
Maverick City Music,73,2164737,20,453,0,0
UPPERROOM,66,400621,11,139,0,0
Bethel Music,72,1932599,14,146,0,0
Kirk Franklin,64,1753519,20,728,0,0
Brandon Lake,74,795083,14,492,0,0
for KING & COUNTRY,67,1334095,27,360,0,0
Travis Greene,53,662914,13,126,0,0
Tribl,45,142746,5,118,0,0
Housefires,60,395230,8,60,0,0
Dunamis Music,58,394525,11,58,0,0
Evvie McKinney,41,33933,9,88,0,0
Prince Fatty,44,38178,27,178,0,0
Sublime,73,2995466,7,189,0,0
Jakobs Castle,46,8591,5,189,0,0
Jack Johnson,77,3897144,16,246,0,0
Slightly Stoopid,64,751293,22,404,0,0
Pepper,56,403452,20,367,0,0
TJ O'Neill,49,8706,3,119,0,0
Pop Punk Goes Reggae,27,9480,15,247,0,0
Nathan Aurora,44,9942,29,247,0,0
Barrington Levy,60,292645,17,130,0,0
Collie Buddz,65,409901,39,517,0,0
ANORA,37,3474,18,199,0,0
Walshy Fire,45,11723,64,268,0,0
Johnny Cosmic,48,10922,26,564,0,0
The Elovaters,57,78295,34,230,0,0
Tribal Seeds,55,336886,11,295,0,0
The Movement,55,133283,27,701,0,0
Alific,47,9613,15,95,0,0
Iya Terra,51,105222,28,390,0,0
KBong,49,42321,22,484,0,0
Lyrica Anderson,35,251890,12,309,0,0
Jt5k,41,3232,10,83,0,0
Raquel,29,436,5,102,0,0
Jaegen,31,1223,9,102,0,0
Jonathan Marley,11,1042,2,53,0,0
Da Deputy,27,1886,25,78,0,0
Tawaine Hall,9,123,6,78,0,0
pisceze,28,4595,15,204,0,0
A$AP Twelvyy,52,326124,20,267,0,0
Ye Ali,41,57578,22,96,0,0
SNGL,10,304,1,10,0,0
Kennedy Rd.,21,21260,1,21,0,0
Shay 24K,1,175,3,1,0,0
Metallica,84,28764756,9,292,0,0
ماندو,0,6,5,0,0,0
8 جيجا قورشى,0,6,3,0,0,0
Baphi,35,45,4,91,0,0
Naeleck,71,92021,50,854,0,0
Sarah de Warren,56,58083,63,340,0,0
VARGENTA,45,10545,40,677,0,0
Aili,36,2304,23,137,0,0
Heleen,47,9567,51,359,0,0
Wasback,47,28211,43,382,0,0
Chris Burke,40,8577,42,213,0,0
Sugar Jesus,48,3735,44,388,0,0
EMIAH,34,935,54,473,0,0
KHEMIS,49,2388,31,340,0,0
Duncán,48,1672,6,215,0,0
Vowed,46,5569,39,586,0,0
Afterfab,28,1801,32,375,0,0
Hollywood Black,24,662,21,133,0,0
Ethan Overton,6,428,3,82,0,0
LIANN,20,178,7,82,0,0
Ted Bear,25,1950,6,136,0,0
T.H.O.R.,25,578,24,133,0,0
Lost Culturé,37,830,28,644,0,0
Acoustic Likes,0,49,1,0,0,0
Electrico,12,1206,2,12,0,0
HalaCG,52,52334,17,80,0,0
Raindrops Applause,1,174,1,1,0,0
Kentaro Nishida,3,456,1,3,0,0
RXS3,5,537,16,36,0,0
OM1,2,210,6,23,0,0
laulix,0,56,7,41,0,0
808bujal,0,13,6,41,0,0
ThatKid,22,1370,13,66,0,0
Jhay Mndez,13,253,6,13,0,0
Rich Wallace,12,600,2,12,0,0
6glck,4,1379,17,10,0,0
Yung Voidy,6,390,11,10,0,0
KhestoDeepSA,14,20038,3,49,0,0
KamtoDaKay,15,572,7,49,0,0
031CHOPPA,45,17441,31,191,0,0
Jandas,34,7832,23,225,0,0
Kay Invictus,33,15904,12,87,0,0
EeQue,53,36792,55,371,0,0
Uncle Waffles,56,790233,10,130,0,0
Ice Beats Slide,44,117655,22,184,0,0
Sbuda Maleather,42,11433,44,266,0,0
De Bablyy,26,4986,14,26,0,0
Zane Gulston,4,93,2,4,0,0
Raayo,33,3022,4,33,0,0
Nah Tony,18,532,4,18,0,0
Matthew Guerra,15,126,10,129,0,0
OurVinyl,66,28242,51,66,0,0
BUNT.,69,184753,24,154,0,0
Teni,53,1010628,47,295,0,0
KITSCHKRIEG,60,209213,20,254,0,0
Will Smith,69,1001662,18,653,0,0
Sunday Service Choir,54,184323,19,423,0,0
A Boogie Wit da Hoodie,80,8499080,19,524,0,0
The Chainsmokers,83,20561890,31,1031,0,0
Pressa,53,137692,40,530,0,0
Leo,31,2065,3,98,0,0
Bobbi Storm,34,7438,14,216,0,0
DreamDoll,42,461867,29,617,0,0
Fast & Furious: The Fast Saga,65,87880,46,910,0,0
Khi Infinite,36,11647,25,168,0,0
Zae France,43,42315,22,151,0,0
Musikspirit,4,50,4,75,0,0
William Aston,4,40,3,75,0,0
Moneybagg Yo,77,4715476,28,840,0,0
NLE Choppa,80,8739230,32,398,0,0
Tee Grizzley,73,3799009,21,746,0,0
Armani White,63,570999,21,209,0,0
King Promise,62,620396,42,394,0,0
Headie One,67,613510,32,285,0,0
Masicka,59,412179,13,127,0,0
Russ,76,5247500,11,490,0,0
Yung Bleu,65,1563203,25,752,0,0
Lil Keed,56,1022984,28,495,0,0
La Toma,29,15351,11,74,0,0
La Vagancia,9,0,3,74,0,0
Genitallica,48,610265,16,84,0,0
Cool Heros,9,1027,2,9,0,0
VHAKO,2,143,4,2,0,0
Piyush Shankar,34,3014,17,177,0,0
Javed-Mohsin,65,515311,41,331,0,0
Jaani,76,532452,43,361,0,0
Raj Ranjodh,64,278002,26,199,0,0
Akshay & IP,57,4182,17,199,0,0
Manan Bhardwaj,64,326839,36,289,0,0
Samir Saptiskar,24,504,19,102,0,0
Milind Wankhede,0,35,4,78,0,0
Sachin-Jigar,83,3499746,41,569,0,0
Amitabh Bhattacharya,82,1300877,35,332,0,0
Harshal Rajput,40,16407,16,118,0,0
Hansika Pareek,57,11877,51,218,0,0
Manoj Muntashir,71,437290,43,434,0,0
Aditya Dev,54,11444,44,281,0,0
Cosang,63,88529,7,137,0,0
Heavy-K,47,345808,25,149,0,0
Tamiga,25,4224,1,25,0,0
Mobi Dixon,39,203597,20,86,0,0
Sdudla Noma1000,9,7874,4,9,0,0
Point 5,6,508,7,6,0,0
Aquasky,30,11387,19,71,0,0
Ceeb Dread,0,173,6,0,0,0
Lerato,0,6,7,0,0,0
Mr Paulson,0,7,2,0,0,0
infiniwav,31,181,6,85,0,0
Vyrex<3,31,59,5,85,0,0
1NZZiDENT,35,3235,20,140,0,0
DJ Zenshiro,25,191,6,140,0,0
DJ MAXZZ,69,87522,32,257,0,0
MXTZ,50,1063,3,188,0,0
DJ CD 011,69,20234,7,303,0,0
6YNTHЯ,24,2001,2,93,0,0
dj guardião,11,37,9,71,0,0
DJ ZNK9,10,60,3,10,0,0
1o,16,630,8,19,0,0
Lin-Manuel Miranda,74,694994,23,183,0,0
Bebeshito,62,105679,25,195,0,0
Lenier,60,143992,43,547,0,0
La Perversa,55,201958,46,187,0,0
Yailin la Mas Viral,62,387506,58,595,0,0
Ben El Tavori,35,2332,7,170,0,0
Grupo Firme,81,13619000,27,360,0,0
10X,55,10976,4,159,0,0
Lil AK,28,9167,6,101,0,0
Rarri,29,8993,13,383,0,0
Vladimir Cauchemar,54,137382,41,259,0,0
Farid Bang,64,846347,18,195,0,0
CAPO,66,606957,25,577,0,0
Supa Wave,10,1378,6,124,0,0
PashaPG,27,2271,12,169,0,0
Fetty Wap,71,4724698,39,513,0,0
Emis Killa,69,1599549,20,69,0,0
Lacrim,72,2587341,34,135,0,0
Uncle Murda,48,299265,21,48,0,0
GRiNGO,61,296130,37,382,0,0
Jasiah,58,405879,37,607,0,0
Yung Beef,66,560501,28,193,0,0
Swaggy Tee,22,4427,10,22,0,0
Haha Crew,21,25033,1,21,0,0
Jimilian,50,69142,22,50,0,0
PACkmaN,15,1099,5,15,0,0
Barclay Crenshaw,37,34094,16,110,0,0
Ravenscoon,36,24995,44,70,0,0
Jantsen,38,42383,24,133,0,0
Champagne Drip,46,76156,30,382,0,0
Eprom,39,74464,15,213,0,0
Wreckno,43,26709,37,138,0,0
The Glitch Mob,60,546398,29,297,0,0
G-Rex,48,38019,35,286,0,0
Zeds Dead,61,607311,35,325,0,0
Dirty Audio,38,33257,32,167,0,0
BeauDamian,21,8558,11,55,0,0
ATLiens,52,108663,22,162,0,0
KRANE,33,44129,28,205,0,0
graves,41,39795,30,173,0,0
Habstrakt,50,131742,28,188,0,0
Insomniac Music Group,0,3735,1,0,0,0
Excision,61,743840,28,282,0,0
Noisia,53,278147,24,259,0,0
Yung Princey,12,390,1,12,0,0
What So Not,56,315812,36,171,0,0
Chee,36,26961,17,214,0,0
sumthin sumthin,36,27675,16,152,0,0
Foreign Beggars,42,100670,31,169,0,0
The Gaslamp Killer,37,100481,17,131,0,0
Mophono,21,3623,16,131,0,0
UKato,20,15275,21,185,0,0
ZEE-STAR,11,329,4,69,0,0
Sufferryanyt,12,436,12,111,0,0
Shoebillshay,3,3,2,61,0,0
Trade Med,9,29,3,77,0,0
SR,10,66,3,77,0,0
Xzirial,9,126,4,79,0,0
Triggaman16,3,259,5,74,0,0
R3livexx,1,26,3,62,0,0
Konshens,65,510687,48,134,0,0
D-Rok 5 Starr,15,82,6,151,0,0
FireDemon,10,353,9,108,0,0
Allergy!!!,0,132,6,70,0,0
Red cash records,0,74,2,58,0,0
Mobhead,1,26,2,59,0,0
Kabir Sehgal,28,4199,21,152,0,0
LNY TNZ,53,61060,25,320,0,0
DJ Quik,54,886637,21,404,0,0
Muni Long,70,647627,26,850,0,0
Dimitri Vegas & Like Mike,75,3520799,56,1039,0,0
Coone,58,193424,31,442,0,0
AFROJACK,74,3935084,40,808,0,0
Steve Aoki,73,3784088,42,762,0,0
Tiffany Haddish,40,13802,11,182,0,0
Fivio Foreign,67,1357041,47,1398,0,0
Pitbull,86,10889897,29,740,0,0
NyNy,27,7993,26,114,0,0
DaBoii,54,227229,26,235,0,0
P-Lo,57,139047,33,369,0,0
Play-N-Skillz,54,29739,46,902,0,0
MONSTA X,60,5191153,11,522,0,0
KD One,44,5242,35,171,0,0
Sak Noel,52,132757,32,319,0,0
Don Omar,84,12799290,29,803,0,0
Ghastly,46,156427,29,228,0,0
Valentino Khan,52,242639,31,497,0,0
Eptic,45,195699,25,583,0,0
JaySounds,26,3760,25,223,0,0
Kronic,34,5822,28,205,0,0
NATEGAWD,19,950,7,175,0,0
Ludacris,79,3118684,22,783,0,0
Duke Deuce,51,154779,34,638,0,0
Big Ali,61,27397,41,308,0,0
R-Wan,15,23708,20,152,0,0
Mac Dre,52,405343,17,127,0,0
Sidney Samson,46,64064,35,447,0,0
SNC,28,11231,30,323,0,0
Bailo,27,15384,25,176,0,0
NGHTMRE,59,468557,46,551,0,0
Shaquille O'Neal,50,113434,39,382,0,0
Skellism,21,4729,19,210,0,0
Marnik,65,137872,47,674,0,0
Alvaro,36,91219,33,371,0,0
JETFIRE,38,60805,47,420,0,0
Hardwell,69,3652264,36,648,0,0
Cut Rani Auliza,51,31742,9,71,0,0
Nazilla Fonna,26,1435,5,46,0,0
Hamper,32,514,14,137,0,0
pandora.,65,36781,28,137,0,0
Azerea,32,134,17,180,0,0
Eleftherios,45,2286,18,150,0,0
oversyncing,39,457,19,144,0,0
Akella,16,25,4,153,0,0
yuto oizumi,32,293,8,137,0,0
Geego Boy,27,753,11,99,0,0
Goyuu,21,922,4,61,0,0
drowned,16,37,3,121,0,0
hxrtly,29,1325,32,239,0,0
Piccolo,6,42,3,46,0,0
Lonely Lies,46,3358,4,117,0,0
UNLEAZER,31,333,14,182,0,0
Ann Stable,21,1463,2,85,0,0
Goya Menor,42,19926,38,228,0,0
Alex Price,8,841,15,114,0,0
RANDALL,44,53328,11,173,0,0
Max Wallin',35,4342,21,178,0,0
Babyboy AV,57,98575,21,121,0,0
LUNAX,64,69586,53,792,0,0
Amanda Swickle,9,136,7,139,0,0
Shitom Ahmed,37,109325,10,83,0,0
Tasbir Wolvez,24,1234,10,83,0,0
Hatim,24,2350,43,102,0,0
Daily Squad,6,610,17,200,0,0
Madison Taylor,0,33,4,73,0,0
Kiara,16,248,5,38,0,0
AHM3D,1,136,3,32,0,0
Mary Sweet,22,1064,37,175,1,0
VETA,8,919,15,57,0,0
Khavi,2,93,7,75,0,0
James Stikå,27,2477,11,122,0,0
Zideon,2,340,5,24,0,0
FyMex,10,475,7,78,0,0
Shut Eye,0,63,2,22,0,0
Evalk,9,798,5,31,0,0
Cherie Hawke,0,1,2,22,0,0
Slow Mage,40,4513,4,77,0,0
Mc Kope,15,9165,7,15,0,0
Ernie Wood,0,15,2,60,0,0
2Hooks,34,4018,6,94,0,0
The City of Prague Philharmonic Orchestra,63,125151,76,197,0,0
John Williams,72,1451730,108,822,0,0
Disney,85,623982,13,215,0,0
io mx,6,372,10,67,0,0
Yuriel Es Musica,29,2513,30,164,0,0
Blu Rey,5,81,8,92,0,0
Anthony Ready & Yeigo,43,1892,27,234,0,0
Victor R -Swag,44,1045,22,211,0,0
Kass Smith,3,201,3,67,0,0
Tunin Slow,23,680,14,81,0,0
Niñon Rap,7,378,20,94,0,0
Esteban La Melodia,4,38,4,62,0,0
Real Unidad,7,283,18,94,0,0
King Bera,0,16,3,65,0,0
Pablo Piddy,0,2,3,63,0,0
Angel Rm,0,17,3,58,0,0
Blanco,35,5180,24,268,0,0
Nico Canada,28,28828,23,394,0,0
Gone Creations,7,12,9,320,0,0
Grupo Nizze,22,1500,7,115,0,0
Radar La Nota,6,203,13,272,0,0
Frankie Boy,38,27659,14,175,0,0
Yaviah,58,171049,25,312,0,0
Don Chezina,51,424125,38,415,0,0
Rey Pirin,45,59667,25,267,0,0
Rauw Alejandro,90,23960927,34,950,0,0
El Jordan 23,69,1483954,37,328,0,0
BM Legacy,29,1652,19,115,0,0
Jay Wilcox,16,572,16,73,0,0
J.Ar.J,16,187,7,73,0,0
Franky Wah,51,65467,39,215,0,0
Jessica Wilde,14,1690,14,55,0,0
KingCrowney,19,549,10,121,0,0
Whiney,47,27565,34,233,0,0
Platinum Breaks,26,1029,12,72,0,0
Lewis Tala,5,298,5,72,0,0
Made By Pete,42,12866,38,191,0,0
Black Coffee,66,1282740,31,829,0,0
GLXY,39,23257,25,127,0,0
Damian Lazarus,42,71573,33,392,0,0
Hugh Hardie,36,22141,27,77,0,0
Bajau,19,868,9,181,0,0
Motiv,24,2011,13,65,0,0
Café del Mar,37,288069,1,37,0,0
Future Disco,19,15052,11,19,0,0
Brother Zulu,27,7411,3,27,0,0
Mark Knight,56,151474,51,251,0,0
Ocean Wisdom,51,184040,27,237,0,0
Sonny Wharton,9,1137,6,9,0,0
James Beckwith,9,422,7,9,0,0
Galactikäi,1,136,2,1,0,0
Swissbeatbox,27,7143,5,27,0,0
Heavy Metal Kings,23,28038,3,126,0,0
ILL BILL,49,121095,22,450,0,0
Tragedy Khadafi,44,52307,37,187,0,0
Jay Royale,32,6798,42,129,0,0
Sayedar,36,40014,30,191,0,0
Ilkay C.,6,426,6,230,0,0
Billy Danze,27,3622,39,119,0,0
Little Vic,38,6059,35,292,0,0
Necro,49,180417,6,98,0,0
Immortal Technique,55,543425,39,454,0,0
CZARFACE,55,224877,13,185,0,0
MF DOOM,78,3451167,31,193,0,0
Jedi Mind Tricks,52,383716,12,238,0,0
Army Of The Pharaohs,46,135820,6,147,0,0
R.A. The Rugged Man,46,142485,41,459,0,0
Diabolic,39,46766,33,136,0,0
Outerspace,36,35226,23,235,0,0
La Coka Nostra,41,163664,10,229,0,0
Slaine,45,67275,37,475,0,0
Celph Titled,47,60401,34,417,0,0
C-Lance,43,14404,21,143,0,0
Non Phixion,40,77996,11,211,0,0
Kyo Itachi,41,23869,19,77,0,0
Ruste Juxx,36,20209,46,77,0,0
Apollo Brown,51,143304,28,98,0,0
Swollen Members,47,125487,9,100,0,0
Madchild,53,186000,16,143,0,0
Theyknowpig21,34,2221,2,100,0,0
Li Rye,45,69285,17,303,0,0
Lil Yee,42,47006,16,220,0,0
Lil Bean,49,52691,10,157,0,0
EBK Lil Play,40,8074,6,145,0,0
Lil Woadie,45,4302,13,156,0,0
Thee Prophecy,45,2581,15,156,0,0
Ebk Juvie,36,1046,4,159,0,0
Young Slo-Be,57,135101,13,177,0,0
HeyTaewon,37,2298,10,37,0,0
Jublockshotta,34,5119,3,73,0,0
Kt Foreign,42,41468,15,42,0,0
EBK Leebo,39,10183,12,160,0,0
BBG Steppaa,43,58573,12,43,0,0
EBK HotBoiiz,31,7170,3,65,0,0
EBK BCKDOE,44,44674,16,78,0,0
EBK Osama,34,21130,5,34,0,0
Ebk Madmaxx,39,9878,9,115,0,0
Ace Rico,34,5979,18,34,0,0
Gillian Spencer Trio,46,1435,3,46,0,0
Moodspace Music,0,118,1,0,0,0
NECROLX,49,27819,21,802,0,0
COSMODE,7,57,6,149,0,0
KRXSTXAN,27,112,5,106,0,0
nikenmar,30,270,14,106,0,0
OBBO,20,321,2,69,0,0
SYNTHEZAAR,21,471,6,149,0,0
Vokido,23,405,13,128,0,0
Bumboi,47,22808,27,230,0,0
ATRXX,23,931,20,161,0,0
Mc Menor Do Alvorada,69,34895,66,498,0,0
sped up,43,14632,15,43,0,0
slowed down music,42,14955,14,42,0,0
DJ UNIVXRSEL,41,4958,9,41,0,0
Lowx,54,38000,17,151,0,0
Fxbii,39,7207,21,282,0,0
EVILDXER,35,2545,17,133,0,0
MVNI,18,590,4,67,0,0
Jools Holland,54,39982,22,125,0,0
Ezra Collective,61,268720,16,192,0,0
Leon Bridges,76,1740287,31,518,0,0
Mahogany,45,11817,47,167,0,0
Rudimental,72,1380563,41,541,0,0
Loyle Carner,65,746658,24,186,0,0
Feist,60,776929,17,118,0,0
Mychael Danna,52,30700,9,52,0,0
VVAA,8,1407,2,8,0,0
Gentleman Reg,8,1195,3,8,0,0
Eric Kupper,44,8044,40,99,0,0
The Beatles Complete On Ukulele,18,2515,8,18,0,0
Mick Brown,0,23,1,0,0,0
Bill Fay,32,29576,12,136,0,0
Alexandra Hamilton-Ayres,32,2935,26,175,0,0
VOCES8,52,89502,54,407,0,0
Mogwai,51,585924,9,112,0,0
Sinemis,7,291,4,68,0,0
Coldcut,40,58042,20,179,0,0
Ryuichi Sakamoto,63,1000181,16,63,0,0
Sarah Davachi,36,32953,9,97,0,0
Mary Lattimore,43,56046,26,202,0,0
Mixmaster Morris,15,3821,8,55,0,0
The Cinematic Orchestra,66,700111,14,166,0,0
Daniel La Peur,15,65,3,49,0,0
NaXwell,31,1150,25,99,0,0
DJ Combo,34,3095,20,65,0,0
DCX,37,10927,10,37,0,0
Sleep Of Oldominion,14,7068,16,14,0,0
JACUZZI JAMES,0,3,2,17,0,0
Primo Dirty,1,152,14,18,0,0
CAST produced it,0,3,2,17,0,0
X WAVE,64,58206,14,674,0,0
BANGWHITE,58,29646,13,529,0,0
GOTTI,54,12587,20,674,0,0
Kurdo,65,867820,23,313,0,0
Ataypapi,59,13217,28,248,0,0
3robi,64,308651,33,236,0,0
SHABAB,62,175111,28,441,0,0
QZENG,36,11665,5,98,0,0
Haftbefehl,65,763790,46,510,0,0
CANEY030,59,28451,26,426,0,0
Sarhad,42,31238,12,216,0,0
XATAR,57,503482,26,445,0,0
DirtyX29,32,5008,12,206,0,0
BATO,38,73077,15,212,0,0
Peter Plate,64,8725,13,206,0,0
Ulf Leo Sommer,64,4204,20,276,0,0
Goodwerks,30,1923,22,126,0,0
Miya Folick,43,79348,18,126,0,0
Oliver Ignatius,7,493,12,7,0,0
The Holiday Place,28,455,14,28,0,0
Dean Drouillard,2,139,3,2,0,0
